classifier,fold,val_accuracy,train_accuracy,best_k,best_params
SVM_linear,45,0.7352941176470589,1.0,204,"OrderedDict({'clf__C': 9.466343375592917, 'kruskal__k': 204})"
SVM_linear,46,0.7272727272727273,1.0,298,"OrderedDict({'clf__C': 0.9486385025359854, 'kruskal__k': 298})"
SVM_linear,47,0.696969696969697,1.0,89,"OrderedDict({'clf__C': 93.0537895685389, 'kruskal__k': 89})"
SVM_linear,48,0.47058823529411764,0.9848484848484849,93,"OrderedDict({'clf__C': 27.692550637025317, 'kruskal__k': 93})"
SVM_linear,49,0.7272727272727273,1.0,84,"OrderedDict({'clf__C': 3.664948582436569, 'kruskal__k': 84})"
SVM_linear,50,0.5757575757575758,0.9701492537313433,340,"OrderedDict({'clf__C': 0.005102500236275395, 'kruskal__k': 340})"
SVM_linear,51,0.8529411764705882,0.9848484848484849,107,"OrderedDict({'clf__C': 6.722394562870175, 'kruskal__k': 107})"
SVM_linear,52,0.7272727272727273,0.9552238805970149,558,"OrderedDict({'clf__C': 0.0027686967607900557, 'kruskal__k': 558})"
SVM_linear,53,0.7272727272727273,0.9701492537313433,83,"OrderedDict({'clf__C': 0.052203606590342566, 'kruskal__k': 83})"
SVM_linear,54,0.6176470588235294,0.9848484848484849,111,"OrderedDict({'clf__C': 0.2866202667378351, 'kruskal__k': 111})"
SVM_linear,55,0.696969696969697,0.9850746268656716,83,"OrderedDict({'clf__C': 0.7709795571051098, 'kruskal__k': 83})"
SVM_linear,56,0.8181818181818182,0.9701492537313433,83,"OrderedDict({'clf__C': 0.3758675440075099, 'kruskal__k': 83})"
SVM_linear,57,0.7058823529411765,1.0,248,"OrderedDict({'clf__C': 0.24710760255532105, 'kruskal__k': 248})"
SVM_linear,58,0.7878787878787878,1.0,116,"OrderedDict({'clf__C': 45.1361914233798, 'kruskal__k': 116})"
SVM_linear,59,0.696969696969697,1.0,495,"OrderedDict({'clf__C': 2.589391160217633, 'kruskal__k': 495})"
SVM_linear,60,0.5882352941176471,1.0,125,"OrderedDict({'clf__C': 47.65562647356231, 'kruskal__k': 125})"
SVM_linear,61,0.7575757575757576,1.0,83,"OrderedDict({'clf__C': 36.840567971840876, 'kruskal__k': 83})"
SVM_linear,62,0.7878787878787878,0.9850746268656716,350,"OrderedDict({'clf__C': 0.002287099359306925, 'kruskal__k': 350})"
SVM_linear,63,0.5294117647058824,1.0,290,"OrderedDict({'clf__C': 1.1243067806632507, 'kruskal__k': 290})"
SVM_linear,64,0.7272727272727273,0.9552238805970149,83,"OrderedDict({'clf__C': 0.08816425084776582, 'kruskal__k': 83})"
SVM_linear,65,0.7878787878787878,1.0,154,"OrderedDict({'clf__C': 1.775204705884581, 'kruskal__k': 154})"
SVM_linear,66,0.7352941176470589,1.0,343,"OrderedDict({'clf__C': 13.30971867810215, 'kruskal__k': 343})"
SVM_linear,67,0.7272727272727273,0.9701492537313433,499,"OrderedDict({'clf__C': 0.0032216410534842647, 'kruskal__k': 499})"
SVM_linear,68,0.6666666666666666,1.0,125,"OrderedDict({'clf__C': 100.0, 'kruskal__k': 125})"
SVM_linear,69,0.8823529411764706,1.0,89,"OrderedDict({'clf__C': 1.583043344541089, 'kruskal__k': 89})"
SVM_linear,70,0.7878787878787878,0.9701492537313433,131,"OrderedDict({'clf__C': 0.035442584068752815, 'kruskal__k': 131})"
SVM_linear,71,0.8181818181818182,0.9552238805970149,468,"OrderedDict({'clf__C': 0.003609632568339537, 'kruskal__k': 468})"
SVM_linear,72,0.8823529411764706,0.9848484848484849,140,"OrderedDict({'clf__C': 5.865256953229957, 'kruskal__k': 140})"
SVM_linear,73,0.7272727272727273,1.0,83,"OrderedDict({'clf__C': 100.0, 'kruskal__k': 83})"
SVM_linear,74,0.6060606060606061,0.9552238805970149,300,"OrderedDict({'clf__C': 0.0023885283421581703, 'kruskal__k': 300})"
